2023-10-01 16:39:51,038 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.20.Final
2023-10-01 16:40:02,497 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-10-01 16:40:02,498 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 11094 ms
2023-10-01 16:40:03,657 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-10-01 16:40:03,884 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2023-10-01 16:40:04,517 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-10-01 16:40:04,798 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-10-01 16:40:05,256 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-10-01 16:40:05,360 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
2023-10-01 16:40:09,711 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-10-01 16:40:09,765 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-10-01 16:40:15,878 [main] INFO  o.t.s.d.a.CachedAttributesService - Going to use directExecutor for the local cache type caffeine
2023-10-01 16:40:19,841 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-10-01 16:40:20,862 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2023-10-01 16:40:22,686 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6ba19932, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@42f9b425, org.springframework.security.web.context.SecurityContextPersistenceFilter@39d62e47, org.springframework.security.web.header.HeaderWriterFilter@46c28400, org.springframework.security.web.csrf.CsrfFilter@5687e92d, org.springframework.security.web.authentication.logout.LogoutFilter@7a8d6eb3, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@4290fcd7, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@14c1cba6, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@5a503cf0, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@37e0614e, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@37351baa, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@17d606c9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6f45a2fd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@79de00af, org.springframework.security.oauth2.client.web.OAuth2AuthorizationCodeGrantFilter@2a4bee4e, org.springframework.security.web.session.SessionManagementFilter@4f5d587c, org.springframework.security.web.access.ExceptionTranslationFilter@4f8488ef, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1efa258e]
2023-10-01 16:40:23,900 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2023-10-01 16:40:23,903 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2023-10-01 16:40:23,906 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2023-10-01 16:40:23,907 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-10-01 16:40:23,948 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2023-10-01 16:40:24,633 [main] INFO  o.t.s.i.ThingsboardInstallService - Starting ThingsBoard Installation...
2023-10-01 16:40:24,636 [main] INFO  o.t.s.i.ThingsboardInstallService - Installing DataBase schema for entities...
2023-10-01 16:40:24,637 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Installing SQL DataBase schema part: schema-entities.sql
2023-10-01 16:40:27,522 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Installing SQL DataBase schema indexes part: schema-entities-idx.sql
2023-10-01 16:40:28,507 [main] INFO  o.t.s.s.i.SqlEntityDatabaseSchemaService - Installing SQL DataBase schema PostgreSQL specific indexes part: schema-entities-idx-psql-addon.sql
2023-10-01 16:40:28,761 [main] INFO  o.t.s.s.i.SqlEntityDatabaseSchemaService - Installing SQL DataBase schema views and functions: schema-views-and-functions.sql
2023-10-01 16:40:29,284 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Successfully executed query: DROP VIEW IF EXISTS device_info_view CASCADE;
2023-10-01 16:40:34,475 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Successfully executed query: CREATE OR REPLACE VIEW device_info_view AS SELECT * FROM device_info_active_attribute_view;
2023-10-01 16:40:39,479 [main] INFO  o.t.s.i.ThingsboardInstallService - Installing DataBase schema for timeseries...
2023-10-01 16:40:39,481 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Installing SQL DataBase schema part: schema-ts-psql.sql
2023-10-01 16:40:39,964 [main] INFO  o.t.s.s.i.SqlAbstractDatabaseSchemaService - Successfully executed query: CREATE TABLE IF NOT EXISTS ts_kv_indefinite PARTITION OF ts_kv DEFAULT;
2023-10-01 16:40:44,966 [main] INFO  o.t.s.i.ThingsboardInstallService - Loading system data...
2023-10-01 16:40:45,571 [main] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through JMX: 50
2023-10-01 16:40:46,789 [main] INFO  org.owasp.validator.html.Policy - Attempting to load AntiSamy policy from an input stream.
2023-10-01 16:40:47,056 [main] WARN  org.owasp.validator.html.Policy - The directive "noopenerAndNoreferrerAnchors" is enabled by default, but disabled in this policy. It is recommended to leave it enabled to prevent reverse tabnabbing attacks.
2023-10-01 16:40:47,938 [main] INFO  o.t.s.s.s.a.j.s.DefaultJwtSettingsService - Creating JWT admin settings...
2023-10-01 16:40:47,946 [main] INFO  o.t.s.s.s.a.j.s.DefaultJwtSettingsService - Saving new JWT admin settings. From this moment, the JWT parameters from YAML and ENV will be ignored
2023-10-01 16:40:51,210 [main] INFO  o.t.s.s.i.DefaultSystemDataLoaderService - Creating default notification configs for system admin
2023-10-01 16:40:51,658 [main] INFO  o.t.s.s.i.DefaultSystemDataLoaderService - Creating default notification configs for all tenants
2023-10-01 16:41:00,147 [main] INFO  o.t.s.i.ThingsboardInstallService - Loading demo data...
2023-10-01 16:41:03,625 [main] INFO  o.t.s.i.ThingsboardInstallService - Installation finished successfully!
2023-10-01 16:41:03,654 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-10-01 16:41:03,660 [main] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2023-10-01 16:41:03,677 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-10-01 16:41:03,685 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-10-01 16:41:03,692 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2023-10-01 16:41:03,693 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 0 subscriber(s).
2023-10-01 16:41:03,695 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - stopped bean '_org.springframework.integration.errorLogger'
2023-10-01 16:41:03,740 [sql-queue-0-edge events-16-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Edge Events] Queue polling was interrupted
2023-10-01 16:41:03,751 [sql-queue-0-ts latest-11-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS Latest] Queue polling was interrupted
2023-10-01 16:41:03,751 [sql-queue-2-ts latest-13-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS Latest] Queue polling was interrupted
2023-10-01 16:41:03,751 [sql-queue-0-ts-8-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS] Queue polling was interrupted
2023-10-01 16:41:03,751 [sql-queue-1-ts latest-12-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS Latest] Queue polling was interrupted
2023-10-01 16:41:03,752 [sql-queue-2-ts-10-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS] Queue polling was interrupted
2023-10-01 16:41:03,752 [sql-queue-1-ts-9-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [TS] Queue polling was interrupted
2023-10-01 16:41:03,754 [sql-queue-2-attributes-7-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Attributes] Queue polling was interrupted
2023-10-01 16:41:03,754 [sql-queue-0-attributes-5-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Attributes] Queue polling was interrupted
2023-10-01 16:41:03,754 [sql-queue-1-attributes-6-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Attributes] Queue polling was interrupted
2023-10-01 16:41:03,761 [sql-queue-1-events-3-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Events] Queue polling was interrupted
2023-10-01 16:41:03,761 [sql-queue-0-events-2-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Events] Queue polling was interrupted
2023-10-01 16:41:03,761 [sql-queue-2-events-4-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - [Events] Queue polling was interrupted
2023-10-01 16:41:03,766 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-10-01 16:41:03,771 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-10-01 16:41:03,786 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
